dia,materia,assunto,num,fonte,enunciado,A,B,C,D,E,gabarito,imagens
44,MATEMÁTICA,GEOMETRIA PLANA,7,ENEM 2015 -- MAT,"O proprietário de um parque aquático deseja construir uma piscina em
suas dependências. A figura representa a vista superior dessa piscina,
que é formada por três setores circulares idênticos, com ângulo central
igual a 60°. O raio *R* deve ser um número natural.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia44_image8.webp)

O parque aquático já conta com uma piscina em formato retangular com
dimensões 50 m x 24 m. O proprietário quer que a área ocupada pela nova
piscina seja menor que a ocupada pela piscina já existente.

Considere 3,0 como aproximação para π.

O maior valor possível para *R*, em metros, deverá ser",16\.,28\.,29\.,31\.,49\.,B,dia44_image8.webp
44,MATEMÁTICA,GEOMETRIA PLANA,8,ENEM 2013 -- PPL,"-- MAT

Camile gosta de caminhar em uma calçada em torno de uma praça circular
que possui 500 metros de extensão, localizada perto de casa. A praça,
bem como alguns locais ao seu redor e o ponto de onde inicia a
caminhada, estão representados na figura:

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia44_image4.webp)

Em uma tarde, Camile caminhou 4 125 metros, no sentido anti-horário, e
parou.

Qual dos locais indicados na figura é o mais próximo de sua parada?",Centro cultural.,Drogaria.,*Lan house.*,Ponto de partida.,Padaria.,E,dia44_image4.webp
44,BIOLOGIA,VIROSES,1,ENEM 2021 -- BIO,"Entre 2014 e 2016, as regiões central e oeste da África sofreram uma
grave epidemia de febre hemorrágica causada pelo vírus ebola, que se
manifesta em até 21 dias após a infecção e cuja taxa de letalidade
(enfermos que vão a óbito) pode chegar a 90%. Em regiões de clima
tropical e subtropical, um outro vírus também pode causar febre
hemorrágica: o vírus da dengue, que, embora tenha período de incubação
menor (até 10 dias), apresenta taxa de letalidade abaixo de 1%.

Disponível em: www.who.int. Acesso em: 1fev. 2017 (adaptado)\
 

Segundo as informações do texto e aplicando princípios de evolução
biológica às relações do tipo patógeno-hospedeiro, qual dos dois vírus
infecta seres humanos há mais tempo?","Ebola, pois o maior período de incubação reflete duração mais longa do processo de coevolução patógeno-hospedeiro.","Dengue, pois o menor período de incubação reflete duração mais longa do processo de coevolução patógeno-hospedeiro.","Ebola, cuja alta letalidade indica maior eficiência do vírus em parasitar seus hospedeiros, estabelecida ao longo de sua evolução.","Ebola, cujos surtos epidêmicos concentram-se no continente africano, reconhecido como berço da origem evolutiva dos seres humanos.","Dengue, cuja baixa letalidade indica maior eficiência do vírus em parasitar seus hospedeiros, estabelecida ao longo da coevolução patógeno-hospedeiro.",E,
44,BIOLOGIA,VIROSES,2,ENEM 2018 -- BIO,"*As fêmeas do mosquito da dengue, Aedes aegypti, têm um olfato
extremamente refinado. Além de identificar as coleções de águas para
oviposição, elas são capazes de detectar de forma precisa e eficaz a
presença humana pela interpretação de moléculas de odor eliminadas
durante a sudorese. Após perceber o indivíduo, voam rapidamente em
direção à fonte alimentar, iniciando o repasto sanguíneo durante o qual
podem transmitir o vírus da dengue. Portanto, o olfato desempenha um
papel importante para a sobrevivência dessa espécie.*

Medidas que interferem na localização do hospedeiro pelo vetor por meio
dessa modalidade sensorial incluem a",colocação de telas nas janelas.,eliminação de locais de oviposição.,instalação de borrifadores de água em locais abertos.,conscientização para a necessidade de banhos diários.,utilização de cremes ou pomadas com princípios ativos.,E,
44,BIOLOGIA,VIROSES,3,ENEM 2023 -- BIO,"A tecnologia de vacinas de RNA mensageiro (RNAm) é investigada há
anos. Avanços científicos em genética molecular permitiram desenvolver
uma vacina para controle da pandemia da covid-19 causada pelo vírus da
RNA SARS-CoV-2. A vacina de RNAm tem sequências de genes do vírus.
Entretanto, por ser muito instável, o RNAm deve ser recoberto por uma
capa de lipídios que evita sua degradação e favorece sua ação. Dessa
forma, o RNAm desempenhará sua função específica atuando no mesmo
compartimento celular de sempre.

Disponível em: https://sbim.org.br. Acesso em: 29 nov. 2021
(adaptado).

A imunização produzida por esse tipo de vacina é alcançada por meio da",estimulação de leucócitos induzida pela capa lipídica contendo RNAm.,atuação do RNAm como sequestrador do vírus para o meio extracelular.,"tradução do RNAm em proteína viral, desencadeando a resposta antigênica.",competição entre o RNAm vacinal e o RNA viral pelos sítios dos ribossomos.,"incorporação do RNAm viral ao genoma do hospedeiro, gerando novo fenótipo.",C,
44,BIOLOGIA,VIROSES,4,ENEM 2011 -- BIO,"Os sintomas mais sérios da Gripe A, causada pelo vírus H1N1, foram
apresentados por pessoas mais idosas e por gestantes. O motivo aparente
é a menor imunidade desses grupos contra o vírus. Para aumentar a
imunidade populacional relativa ao vírus da gripe A, o governo
brasileiro distribuiu vacinas para os grupos mais suscetíveis.

A vacina contra o H1N1, assim como qualquer outra vacina contra agentes
causadores de doenças infecto- contagiosas, aumenta a imunidade das
pessoas porque",possui anticorpos contra o agente causador da doença.,possui proteínas que eliminam o agente causador da doença.,estimula a produção de glóbulos vermelhos pela medula óssea.,possui linfócitos B e T que neutralizam o agente causador da doença.,estimula a produção de anticorpos contra o agente causador da doença.,E,
44,BIOLOGIA,VIROSES,5,ENEM 2015 -- BIO,"A curcumina, uma das substâncias que confere a cor alaranjada ao
açafrão, pode auxiliar no combate à dengue quando adicionada à água de
criadouros do mosquito transmissor. Essa substância acumula-se no
intestino do inseto após ser ingerida com a água do criadouro e,
quando ativada pela luz, induz a produção de espécies reativas de
oxigênio que danificam de forma fatal o tecido do tubo digestório.

TOLEDO, K. Corante extraído do açafrão pode ser útil no combate à
dengue. Disponível em: http://agencia.fapesp.br. Acesso em: 25 abr.
2015 (adaptado).

 

A forma de combate relatada tem como atividade o(a)",morte do indivíduo adulto.,redução da eclosão dos ovos.,comprometimento da metamorfose.,impedimento do desenvolvimento da larva.,repelência da forma transmissora da doença.,D,
44,BIOLOGIA,VIROSES,6,ENEM 2010 -- BIO,"A Síndrome da Imunodeficiência Adquirida (AIDS) é manifestação clínica
da infecção pelo vírus HIV, que leva, em média, oito anos para se
manifestar. No Brasil, desde a identificação do primeiro caso de AIDS
em 1980 até junho de 2007, já foram identificados cerca de 474 mil
casos da doença. O país acumulou, aproximadamente, 192 mil óbitos
devidos à AIDS até junho de 2006, sendo as taxas de mortalidade
crescente até meados da década de 1990 e estabilizando-se em cerca de
11 mil óbitos anuais desde 1998. \[\...\] A partir do ano 2000, essa
taxa se estabilizou em cerca de 6,4 óbitos por 100 mil habitantes,
sendo esta estabilização mais evidente em São Paulo e no Distrito
Federal.

Disponível em: http://www.aids.gov.br. Acesso em: 01 de maio 2009
(adaptado).

A redução nas taxas de mortalidade devido à AIDS a partir da década de
1990 é decorrente","do aumento do uso de preservativos nas relações sexuais, que torna o vírus HIV menos letal.","da melhoria das condições alimentares dos soropositivos, a qual fortalece o sistema imunológico deles.",do desenvolvimento de drogas que permitem diferentes formas de ação contra o vírus HIV.,"das melhorias sanitárias implementadas nos últimos 30 anos, principalmente nas grandes capitais.",das campanhas que estimulam a vacinação contra o vírus e a busca pelos serviços de saúde. .,C,
44,BIOLOGIA,VIROSES,7,ENEM 2010 -- BIO,"A contaminação pelo vírus da rubéola é especialmente preocupante em
grávidas, devido à síndrome da rubéola congênita (SRC), que pode levar
ao risco de aborto e malformações congênitas. Devido a campanhas de
vacinação específicas, nas últimas décadas houve uma grande diminuição
de casos de rubéola entre as mulheres, e, a partir de 2008, as
campanhas se intensificaram e têm dado maior enfoque à vacinação de
homens jovens.

BRASIL. Brasil livre da rubéola: campanha nacional de vacinação para
eliminação da rubéola. Brasília: Ministério da Saúde, 2009 (adaptado)

 

Considerando a preocupação com a ocorrência da SRC, as campanhas
passaram a dar enfoque à vacinação dos homens, porque eles",ficam mais expostos a esse vírus.,transmitem o vírus a mulheres gestantes.,passam a infecção diretamente para o feto.,transferem imunidade às parceiras grávidas.,são mais sucetíveis a esse vírus que as mulheres.,B,
44,BIOLOGIA,VIROSES,8,ENEM PPL 2015 -- BIO,"Um gel vaginal poderá ser um recurso para as mulheres na prevenção
contra a aids. Esse produto tem como princípio ativo um composto que
inibe a transcriptase reversa viral.

Essa ação inibidora é importante, pois a referida enzima","corta a dupla hélice do DNA, produzindo um molde para o RNA viral.",produz moléculas de DNA viral que vão infectar células sadias.,"polimeriza molécula de DNA, tendo como molde o RNA viral.",promove a entrada do vírus da aids nos linfócitos T.,sintetiza os nucleotídeos que compõem o DNA viral.,,
44,SOCIOLOGIA,CULTURA,1,FACASPER 2015 -- SOC,"Mafalda é uma personagem do artista argentino Quino. Suas críticas
sociais são sempre contundentes, permeadas por humor ácido. Apesar da
origem argentina do autor, a HQ a seguir pode ser interpretada
considerando o contexto latino-americano. O diálogo travado na charge
explicita a

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia44_image5.webp)",falta de criatividade dos jovens na atualidade.,influência estrangeira sobre culturas nacionais.,incompreensão do sentido de nacionalismo.,ausência de inspiração na modernidade.,inexistência de relação entre culturas diferentes.,B,dia44_image5.webp
44,SOCIOLOGIA,CULTURA,2,UFPR 2022 -- SOC,"Entre a Primeira República e a Era Vargas, de 1889 e 1945, quando a
intolerância religiosa era institucionalizada no Brasil por um Código
Penal que definia como crime a 'prática do espiritismo, da magia e seus
sortilégios', pelo menos 519 peças de religiões de matriz africana foram
apreendidas pela Polícia em terreiros de candomblé e umbanda no Rio de
Janeiro. Essa era uma época em que o samba e a capoeira também davam
cadeia no Brasil.

(Disponível em: https://www.bbc.com/portuguese/brasil-55018196. Acesso
em: 05/11/2021.)

 

A notícia acima demonstra que nem os governantes nem a opinião pública
tinham dimensão da ou interesse na pluralidade de religiões no país.

 

Esse fato demonstra o desafio para convivência entre pessoas de
diferentes crenças, cujo debate evidencia que:","as noções de preconceito, discriminação e segregação são inseparáveis.",o conhecimento religioso foi superado pelo conhecimento produzido pela ciência.,o Estado brasileiro mantém a laicidade como princípio legal desde a primeira Constituição.,"a religião se resume ao sobrenatural ou ao incompreensível, e a ciência é a principal forma democrática de prática cidadã.","a religião não pode ser identificada apenas com o monoteísmo e que, no Brasil, há historicamente uma diversificação das práticas",B,
44,SOCIOLOGIA,CULTURA,3,UFPR 2022 -- SOC,"Própria dos festejos juninos, a quadrilha nasceu como dança
aristocrática, oriunda dos salões franceses, depois difundida por toda a
Europa.

No Brasil, foi introduzida como dança de salão e, por sua vez,
apropriada e adaptada pelo gosto popular. Para sua ocorrência, é
importante a presença de um mestre ""marcante"" ou ""marcador"", pois é quem
determina as figurações diversas que os dançadores desenvolvem.
Observa-se a constância das seguintes marcações: *""Tour"", ""En avant"",
""Chez des dames"", ""Chez des chevaliê""*, ""Cestinha de flor"", ""Balancê"",
""Caminho da roça"", ""Olha a chuva"", ""Garranchê"", ""Passeio"", ""Coroa de
flores"", ""Coroa de espinhos"" etc.

No Rio de Janeiro, em contexto urbano, apresenta transformações: surgem
novas figurações, o francês aportuguesado inexiste, o uso de gravações
substitui a música ao vivo, além do aspecto de competição, que sustenta
os festivais de quadrilha, promovidos por órgãos de turismo.

As diversas formas de dança são demonstrações da diversidade cultural do
nosso país. Entre elas, a quadrilha é considerada uma dança folclórica
por","possuir como característica principal os atributos divinos e religiosos e, por isso, identificar uma nação ou região.",abordar as tradições e costumes de determinados povos ou regiões distintas de uma mesma nação.,"apresentar cunho artístico e técnicas apuradas, sendo, também, considerada dança-espetáculo.","necessitar de vestuário específico para a sua prática, o qual define seu país de origem.",acontecer em salões e festas e ser influenciada por diversos gêneros musicais.,C,
44,SOCIOLOGIA,CULTURA,4,ENEM 2011 -- SOC,"O frevo é uma forma de expressão musical, coreográfica e poética,
enraizada no Recife e em Olinda, no estado de Pernambuco. O frevo é
formado pela grande mescla de gêneros musicais, danças, capoeira e
artesanato. É uma das mais ricas expressões da inventividade e
capacidade de realização popular na cultura brasileira. Possui a
capacidade de promover a criatividade humana e também o respeito à
diversidade cultural. No ano de 2012, a Unesco proclamou o frevo como
Patrimônio Imaterial da Humanidade.

PORTAL BRASIL. Disponível em: www.brasil.gov.br. Acesso em: 10 fev.
2013.

 

A característica da manifestação cultural descrita que justifica a sua
condição de Patrimônio Imaterial da Humanidade é a",conversão dos festejos em produto da elite.,expressão de sentidos construídos coletivamente.,dominação ideológica de um grupo étnico sobre outros.,disseminação turística internacional dos eventos festivos.,identificação de simbologias presentes nos monumentos artísticos.,E,
44,SOCIOLOGIA,CULTURA,5,ENEM 2018 -- SOC,"Nos últimos anos, o mercado musical foi impactado pelo aumento
do *streaming*, que garantiu menor incidência de pirataria e permitiu
ampliar a arrecadação de artistas, gravadoras e distribuidoras. Segundo
pesquisas recentes, o *Spotify *teria rendido US\$ 5 bilhões para a
indústria musical desde a sua criação, em 2008. Mais do que uma
revolução no mercado da música, o *streaming *introduziu uma série de
rupturas e mudanças no comportamento social.

A respeito das mudanças comportamentais decorrentes da \""revolução
do *streaming*\"", assinale V para a afirmação verdadeira e F para a
falsa.

 

( ) A indústria fonográfica reassumiu o controle do mercado da música,
criando as *playlists *de sucesso das rádios e TVs.

( ) O *streaming *permitiu aos usuários acessar músicas que expressem
sua identidade ou seu estado de espírito.

( ) A conexão entre os usuários criou bibliotecas musicais em constante
transformação, personalizando sugestões.

 

As afirmações são, respectivamente,",F - V - F.,F - V - V.,V - F - F.,V - V -F.,F - F - V.,B,
44,SOCIOLOGIA,CULTURA,6,ENEM 2024 -- SOC,"A corda puxada pelos devotos é, atualmente, um dos elementos mais
característicos do Círio de Nazaré. Inserida na procissão de 1855, para
que os devotos pudessem tirar a berlinda de um atoleiro, hoje ela perdeu
seu significado prático original, embora seu aspecto simbólico de
sacrifício e aproximação do sagrado tenha permanecido ao longo dos anos.

Círio de Nazaré. Disponível em: http://portal.iphan.gov.br. Acesso em:
16 nov. 2021 (adaptado).

A reapropriação simbólica da corda apresentada no texto mostra como a
festividade está marcada pela",reprodução de culto católico.,assimilação de ritual nativo.,contestação de signo cultural.,recuperação de costume europeu.,manifestação de imaginário popular.,E,
44,SOCIOLOGIA,CULTURA,7,ENEM 2018 -- SOC,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia44_image6.webp)

Elaborada em 1969, a releitura contida na Figura 2 revela aspectos de
uma trajetória e obra dedicadas à",valorização de uma representação tradicional da mulher.,descaracterização de referências do folclore nordestino.,fusão de elementos brasileiros à moda da Europa.,massificação do consumo de uma arte local.,criação de uma estética de resistência.,E,dia44_image6.webp
44,SOCIOLOGIA,CULTURA,8,UNITINS -- SOC,"Para os filósofos e sociólogos alemães Theodor Adorno e Max Horkheimer,
a indústria cultural tem como único objeti- vo a dependência e a
alienação dos homens. Ao maquiar o mundo nos anúncios que divulga, ela
seduz as massas para o consumo das mercadorias culturais, a fim de que
se esqueçam da exploração que sofrem nas relações de produção (ADORNO,
Theodor; HORKHEIMER, Max. A indústria cultural -- o iluminismo como
mistificação das massas. In: Indústria cultural e sociedade. São Paulo:
Paz e Terra, 2002).

Considerando o texto dado, e segundo o pensamento de Adorno e
Horkheimer, é correto afirmar que:

I. A indústria cultural se utiliza de padrões que se repetem com o
propósito de formar uma estética voltada ao

consumismo e à alienação.

II\. A indústria cultural promove nos indivíduos uma pseudossatisfação
que impede o desenvolvimento de uma visão crítica.

III\. A indústria cultural faz dos indivíduos seu objeto,
distanciando-os de uma autonomia consciente.

IV\. A indústria cultural incentiva necessidades próprias do sistema
vigente, levando os indivíduos a praticar o consumo incessante.

É correto o que se afirma em:","I, II, III e IV.",III e IV apenas.,I e II apenas.,II e III apenas.,I e IV apenas.,E,
45,FÍSICA,,1,ENEM 2021 PPL -- FÍS,"Para gerar energia elétrica em uma hidrelétrica é necessário integrar a
vazão do rio, a quantidade de água disponível em determinado período de
tempo e os desníveis do relevo, sejam eles naturais, como as
quedas-d\'água, ou criados artificialmente. Existem dois tipos de
unidades de geração de energia: acumulação e fio-d\'água. As unidades de
acumulação são localizadas em locais com altas quedas-d\'água e, dado o
seu grande porte, permitem o acúmulo de grande quantidade de água. As
unidades a fio-dágua geram energia com o fluxo de água do rio, ou seja,
pela vazão com mínimo ou nenhum acúmulo do recurso hídrico.

    Em uma região existem rios com potencial para geração de energia. No
intuito de construir uma unidade de fio-d\'água, deve-se comparar as
características desses rios.

Atlas de energia elétrica do Brasil. Disponível em: www .fisica.net.
Acesso em: 4 dez. 2018 (adaptado).

 

A principal grandeza física desses rios que deve ser observada é o(a)",velocidade de correnteza maior.,deslocamento vertical do relevo maior.,área de secção transversal do leito menor.,volume de água por unidade de tempo menor.,quantidade de massa de água por unidade de tempo menor.,A,
45,FÍSICA,,2,ENEM 2017 -- FÍS,"A figura mostra o funcionamento de uma estação híbrida de geração de
eletricidade movida a energia eólica e biogás. Essa estação possibilita
que a energia gerada no parque eólico seja armazenada na forma de gás
hidrogêniot usado no fornecimento de energia para a rede elétrica comum
e para abastecer células a combustível.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image6.webp)

Mesmo com ausência de ventos por curtos períodos, essa estação continua
abastecendo a cidade onde está instalada, pois o(a)",planta mista de geração de energia reaíiza eíetrólise para enviar energia à rede de distribuição elétrica.,hidrogênio produzido e armazenado é utilizado na combustão com o biogás para gerar calor e eletricidade.,"conjunto de turbinas continua girando com a mesma velocidade, por inércia, mantendo a eficiência anterior",combustão da mistura biogás-hidrogênio gera diretamente energia elétrica adicional para a manutenção da estação.,planta mista de geração de energia é capaz de utilizar todo o calor fornecido na combustão para a geração de eletricidade.,B,dia45_image6.webp
45,FÍSICA,,3,ENEM 2021 -- FÍS,"No seu estudo sobre a queda dos corpos, Aristóteles afirmava que se
abandonarmos corpos leves e pesados de uma mesma altura, o mais pesado
chegaria mais rápido ao solo. Essa ideia está apoiada em algo que é
difícil de refutar, a observação direta da realidade baseada no senso
comum.

    Após uma aula de física, dois colegas estavam discutindo sobre a
queda dos corpos, e um tentava convencer o outro de que tinha razão:

    Colega A: ""O corpo mais pesado cai mais rápido que um menos pesado,
quando largado de uma mesma altura. Eu provo, largando uma pedra e uma
rolha. A pedra chega antes. Pronto! Tá provado!"".

    Colega B: ""Eu não acho! Peguei uma folha de papel esticado e deixei
cair. Quando amassei, ela caiu mais rápido. Como isso é possível? Se era
a mesma folha de papel, deveria cair do mesmo jeito. Tem que ter outra
explicação!"".

HULSENDEGER, M. Uma análise das concepções dos alunos sobre a queda dos
corpos. Caderno Brasileiro de Ensino de Física, n. 3, dez. 2004
(adaptado).

 

O aspecto físico comum que explica a diferença de comportamento dos
corpos em queda nessa discussão",peso dos corpos.,resistência do ar.,massa dos corpos.,densidade dos corpos.,aceleração da gravidade.,B,
45,FÍSICA,,4,ENEM 2005 -- FÍS,"Observe a situação descrita na tirinha abaixo.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image7.webp)![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image7.webp)![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image7.webp)

Assim que o menino lança a flecha, há transformação de um tipo de
energia em outra.

 

A transformação, nesse caso, é de energia",potencial elástica em energia gravitacional.,gravitacional em energia potencial.,potencial elástica em energia cinética.,cinética em energia potencial elástica.,gravitacional em energia cinética.,C,dia45_image7.webp
45,FÍSICA,,5,ENEM 2017 -- FÍS,"O brinquedo puia-pula (cama elástica) é composto por uma lona circular
flexível horizontal presa por molas à sua borda. As crianças brincam
pulando sobre ela, alterando e alternando suas formas de energia. Ao
pular verticalmente, desprezando o atrito com o ar e os movimentos de
rotação do corpo enquanto salta, uma criança realiza um movimento
periódico vertical em torno da posição de equilíbrio da lona (h = 0),
passando pelos pontos de máxima e de mínima alturas, h~méx~ e
h~min~,~ ~respectivamente.

 

Esquematicamente, o esboço do gráfico da energia cinética da criança em
função de sua posição vertical na situação descrita é; 

a) 

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image9.webp)

b) 

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image10.webp)

c) 

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image12.webp)

d) 

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image11.webp)

e) 

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image8.webp)",,,,,,C,dia45_image9.webp;dia45_image10.webp;dia45_image12.webp;dia45_image11.webp;dia45_image8.webp
45,FÍSICA,,6,ENEM 2012 PPL -- FÍS,"Um automóvel, em movimento uniforme, anda por uma estrada plana, quando
começa a descer uma ladeira, na qual o motorista faz com que o carro se
mantenha sempre com velocidade escalar constante.\
\
Durante a descida, o que ocorre com as energias potencial, cinética e
mecânica do carro?","A energia mecânica mantém-se constante, já que a velocidade escalar não varia e, portanto, a energia cinética é constante.","A energia cinética aumenta, pois a energia potencial gravitacional diminui e quando uma se reduz, a outra cresce.","A energia potencial gravitacional mantém-se constante, já que há apenas forças conservativas agindo sobre o carro.","A energia mecânica diminui, pois a energia cinética se mantém constante, mas a energia potencial gravitacional diminui.","A energia cinética mantém-se constante, já que não há trabalho realizado sobre o carro.",D,
45,FÍSICA,,7,ENEM 2011 PPL -- FÍS,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image13.webp)

A figura respresenta o processo mais usado nas hidrelétricas para
obtenção de energia elétrica no Brasil. As transformações de energia nas
posições I→II e II→III da figura são, respectivamente,",energia cinética → energia elétrica e energia potencial → energia cinética.,energia cinética → energia potencial e energia cinética → energia elétrica.,energia potencial → energia cinética e energia cinética → energia elétrica.,energia potencial → energia elétrica e energia potencial → energia cinética.,energia potencial → energia elétrica e energia cinética → energia elétrica.,C,dia45_image13.webp
45,FÍSICA,,8,ENEM 2010 PPL -- FÍS,"No nosso dia a dia deparamo-nos com muitas tarefas pequenas e problemas
que demandam pouca energia para serem resolvidos e, por isso, não
consideramos a eficiência energética de nossas ações. No global, isso
significa desperdiçar muito calor que poderia ainda ser usado como fonte
de energia para outros processos. Em ambientes industriais, esse
reaproveitamento é feito por um processo chamado de cogeração. A figura
a seguir ilustra um exemplo de cogeração na produção de energia
elétrica. 

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image14.webp)

Em relação ao processo secundário de aproveitamento de energia ilustrado
na figura, a perda global de energia é reduzida por meio da
transformação de energia",térmica em mecânica.,mecânica em térmica.,química em térmica.,química em mecânica.,elétrica em luminosa.,A,dia45_image14.webp
45,HISTÓRIA,IDADE MODERNA,1,FUVEST 2023 -- HIS,"""E desse modo os respectivos Lordes Espirituais, Temporais e Membros da
Câmara dos Comuns (\...) declaram: Que o pretenso poder de suspender as
leis ou executar as leis por autoridade real sem consentimento do
Parlamento é ilegal; (\...)

Que a criação ou manutenção de um exército permanente no reino em tempos
de paz, a menos que com o consentimento do Parlamento, é ilegal"".

 

Considerando o texto da lei e o contexto político da Inglaterra ao fim
do processo revolucionário no século XVII, é correto afirmar que a
Declaração de Direitos de 1689",suprime todas as prerrogativas do Parlamento.,dispensa o aval parlamentar para mudar a legislação.,impõe limites ao poder monárquico.,impossibilita a criação de um exército.,estabelece um regime republicano.,C,
45,HISTÓRIA,IDADE MODERNA,2,UNICAMP 2022 -- HIS,"Não parece ser obra do acaso a preservação da unidade territorial do
Império do Brasil, quando comparada à fragmentação política
experimentada pelos antigos vicereinos hispano-americanos, entre 1810 e
1825. Em Lisboa, no âmbito da Sociedade Real Marítima e Militar (1798-
1807), foram preparadas memórias históricas, corográficas e roteiros
hidrográficos redigidos pelos engenheiros militares e navais. Esta
documentação serviu à diplomacia do Império brasileiro nos tribunais
internacionais; mas também, muniu, internamente, a organização das
expedições de conquista territorial, levadas ao cabo pelas elites
regionais antes e após a Independência.

 

Considerando o excerto acima e seus estudos, pode-se afirmar que",o processo de fragmentação política da América hispânica durante o período da independência foi similar ao processo histórico da independência no Brasil.,"na Sociedade Real Marítima e Militar, os estudos dos engenheiros militares e navais eram documentos públicos amplamente divulgados em livros didáticos da época.","a documentação da Sociedade Real Marítima e Militar foi usada, no Brasil, na fundação do Estado e no reconhecimento territorial da nação.","as elites regionais, formadas em Direito, atuaram na formação do território brasileiro, pouco dialogando com os estudos de engenharia militar.",,C,
45,HISTÓRIA,IDADE MODERNA,3,UNESP 2022 -- HIS,"Observe a imagem, que é uma parte da gravura ""Luís XIV como imperador
romano"", de Charles Perrault, 1670.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia45_image4.webp)

A imagem associa a França do século XVII à Roma Antiga","recorrendo à figuração típica como símbolo de poder, conquista e grandiosidade.",ironizando a insistência do monarca em se apresentar como continuador da tradição clássica.,"identificando o rei à coragem, à força e à ousadia dos gladiadores romanos.",satirizando a preocupação do rei com a própria imagem e com a propaganda de seu governo.,equiparando a extensão das áreas ocupadas pela França aos domínios imperiais romanos.,A,dia45_image4.webp
45,HISTÓRIA,IDADE MODERNA,4,ENEM 2022 -- HIS,"Para os Impérios Coloniais, o problema das doenças que atingiam os
escravos era algo com que cotidianamente deparavam os senhores. Em vista
disso, uma série de obras dedicadas à administração de escravos foi
publicada com vista a implementar uma moderna gestão da mão de obra
escravista em convergência com o Iluminismo. Nesse contexto, o saber
médico adquiria um papel extremamente relevante. Este era encarado como
um instrumento fundamental ao desenvolvimento colonial, dada a percepção
do impacto que as doenças tropicais causavam na população branca e nos
povos escravizados.

De acordo com o texto, a importância da medicina se justifica no âmbito
dos objetivos",econômicos das elites.,naturalistas dos viajantes.,abolicionistas dos letrados.,tradicionalistas dos nativos.,emancipadores das metrópoles.,A,
45,HISTÓRIA,IDADE MODERNA,5,ENEM 2022 -- HIS,"**TEXTO I**

    Manda o Santo Ofício da Inquisição que ninguém, Seja qual for seu
estado, idade ou condição, pare com carroça, caleça ou montaria nem
atrapalhe com mesas ""Ou cadeiras O centro das ruas, que vão da
Inquisição a \""São Domingos, nem atravesse a procissão em ponto ""algum
da ida ou da volta, amanhã, 19 do corrente, em ""Que se celebrará auto
de fé. E também que nem nesse dia nem nos dos açoites ouse alguém
atirar nos réus maçãs, pedras, laranjas nem outra coisa qualquer.

 

**TEXTO II**

    Como acontece em todos os ritos, o sentido do auto da fé é
conferido pela sequência dos atos que o compõem. Os lugares, as
posturas, os gestos, as palavras são fixados previamente em toda a sua
complexidade. Por isso, 0 auto da fé apresenta momentos fortes ---
durante a preparação, a encenação, o ato e a recepção --- que convém
seguir em seus pormenores.

O rito mencionado nos textos demonstra a capacidade da Igreja em",abrandar cerimônias de punição.,favorecer anseios de violência.,criticar políticas de disciplina.,produzir padrões de conduta.,ordenar cultos de heresia.,D,
